Price,Status,Area,Rate Per Sqft,Property Type,Locality,Builder Name,Rera Approval,Bhk_Count,Society,Company Name,Flat Type
17000000,Ready to move,1825,9315,3 BHK Apartment in Godrej Icon,Sector 88A,Nayra Realtors,Not Approved,3,Godrej Icon,Godrej,Apartment
31000000,Ready to move,3185,9733,4 BHK Apartment in Bestech Park View Grand Spa,Sector 81,Keshri Real Tech,Not Approved,4,Bestech Park View Grand Spa,Bestech,Apartment
14500000,Ready to move,1572,9223,3 BHK Apartment in Godrej 101,Sector 79,Sagar,Not Approved,3,Godrej 101,Godrej,Apartment
15000000,Ready to move,1741,8615,2 BHK Apartment in SS The Leaf,Sector 85,Sagar,Not Approved,2,SS The Leaf,SS,Apartment
35000000,Ready to move,2000,17500,3 BHK Apartment in Pioneer Park PH 1,Sector 61,Sagar,Not Approved,3,Pioneer Park PH 1,Pioneer,Apartment
32500000,Ready to move,3470,9368,3 BHK Apartment in Bestech Park View Grand Spa,Sector 81,Sagar,Not Approved,3,Bestech Park View Grand Spa,Bestech,Apartment
18000000,Ready to move,1760,10227,3 BHK Apartment in Paras Dews,Sector 106,Sagar,Not Approved,3,Paras Dews,Paras,Apartment
30000000,Ready to move,2018,14866,3 BHK Apartment in M3M Skycity,Sector 65,ANGEL BRICKS,Not Approved,3,M3M Skycity,M3M,Apartment
42500000,Ready to move,2700,15740,3 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,Sagar,Not Approved,3,Adani Brahma Samsara Vilasa,Adani,Apartment
135000000,Ready to move,4670,28907,4 BHK Apartment in Pioneer Araya,Sector 62,Sagar,Not Approved,4,Pioneer Araya,Pioneer,Apartment
26000000,Ready to move,1800,14444,3 BHK Independent Floor in Anant Raj The Estate Floors,Sector 63,ANGEL BRICKS,Not Approved,3,Anant Raj The Estate Floors,Anant,Floor
18500000,Ready to move,1836,10076,3 BHK Independent Floor in Reputed Builder Sushant Lok 3,Sector 57,ANGEL BRICKS,Not Approved,3,Reputed Builder Sushant Lok 3,Reputed,Floor
66000000,Under Construction,3416,19320,4 BHK Apartment in Godrej Aristocrat,Sector 49,Sam Realtors,Approved,4,Godrej Aristocrat,Godrej,Apartment
3000000,Ready to move,450,6666,1 BHK Apartment in GLS Avenue 51,Sector 92,home,Not Approved,1,GLS Avenue 51,GLS,Apartment
45000000,Under Construction,4500,10000,4 BHK Independent Floor in Uppal Southend,Sector 49,Property In Gurgaon,Approved,4,Uppal Southend,Uppal,Floor
46100000,Ready to move,3969,11615,4 BHK Independent Floor in Unitown Trehan Luxury Floor 63,Sector 63,properties for sale in Gurgaon,Not Approved,4,Unitown Trehan Luxury Floor 63,Unitown,Floor
41000000,Ready to move,3240,12654,4 BHK Independent Floor in Unitech South City II,Sector 49,Yoga reality,Not Approved,4,Unitech South City II,Unitech,Floor
36800000,Ready to move,2375,15494,3 BHK Apartment in Tata Raisina Residency,Sector 59,Keshri Real Tech,Not Approved,3,Tata Rais,Tata,Apartment
80000000,Ready to move,6000,13333,6 BHK Apartment in Tata Raisina Residency,Sector 59,Keshri Real Tech,Not Approved,6,Tata Rais,Tata,Apartment
15000000,Ready to move,1480,10135,2 BHK Apartment in Microtek Greenburg,Sector 86,Keshri Real Tech,Not Approved,2,Microtek Greenburg,Microtek,Apartment
20000000,Ready to move,2230,8968,4 BHK Apartment in DLF New Town Heights,Sector 86,Keshri Real Tech,Not Approved,4,DLF New Town Heights,DLF,Apartment
75000000,Ready to move,5000,15000,5 BHK Villa,Kadarpur,Keshri Real Tech,Not Approved,5,Outside Socity,Outside,Plot
23000000,Ready to move,1920,11979,3 BHK Apartment in Ireo The Corridors,Sector 67,Sagar,Not Approved,3,Ireo The Corridors,Ireo,Apartment
32000000,Ready to move,2300,13913,4 BHK Apartment in Bestech Park View Spa Next,Sector 67,Sagar,Not Approved,4,Bestech Park View Spa Next,Bestech,Apartment
21000000,Ready to move,2366,8875,3 BHK Apartment in Godrej 101,Sector 79,ANGEL BRICKS,Not Approved,3,Godrej 101,Godrej,Apartment
36000000,Ready to move,2045,17603,3 BHK Apartment in Ireo Skyon,Sector 60,ANGEL BRICKS,Not Approved,3,Ireo Skyon,Ireo,Apartment
22500000,Ready to move,1508,14920,3 BHK Apartment in Dhoot Time Residency,Sector 63,ANGEL BRICKS,Not Approved,3,Dhoot Time Residency,Dhoot,Apartment
40500000,Under Construction,1946,20811,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Sagar,Approved,3,Krisumi Waterfall Residences,Krisumi,Apartment
25000000,Under Construction,1831,13653,3 BHK Apartment in Shapoorji Pallonji Joyville Phase 1,Sector 102,Homes solution,Approved,3,Shapoorji Pallonji Joyville Phase 1,Shapoorji,Apartment
43000000,Under Construction,2100,20476,3 BHK Apartment in M3M Mansion,Sector 113,Homes solution,Approved,3,M3M Mansion,M3M,Apartment
12000000,Ready to move,1550,7741,2 BHK Apartment in Pareena Coban Residences,Sector 99A,ANGEL BRICKS,Not Approved,2,Pareena Coban Residences,Pareena,Apartment
16900000,Ready to move,2150,7860,3 BHK Apartment in Pareena Express Heights,Sector 99A,ANGEL BRICKS,Not Approved,3,Pareena Express Heights,Pareena,Apartment
65000000,Ready to move,2905,22375,4 BHK Apartment in Tata Primanti,Sector 72,ANGEL BRICKS,Not Approved,4,Tata Primanti,Tata,Apartment
32600000,Under Construction,1555,21000,3 BHK Apartment in M3M M3M Crown,Sector 111,home,Approved,3,M3M M3M Crown,M3M,Apartment
52700000,Under Construction,2510,21000,4 BHK Apartment in M3M M3M Crown,Sector 111,Property In Gurgaon,Approved,4,M3M M3M Crown,M3M,Apartment
286000000,Under Construction,1300,220000,2 BHK Apartment in M3M Capital,Sector 113,properties for sale in Gurgaon,Approved,2,M3M Capital,M3M,Apartment
292600000,Under Construction,1330,220000,2 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved,2,M3M Capital,M3M,Apartment
453200000,Under Construction,2060,220000,4 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved,4,M3M Capital,M3M,Apartment
366300000,Under Construction,1665,220000,3 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved,3,M3M Capital,M3M,Apartment
505500000,Under Construction,2298,220000,4 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved,4,M3M Capital,M3M,Apartment
462000000,Under Construction,2100,220000,4 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved,4,M3M Capital,M3M,Apartment
372900000,Under Construction,1695,220000,3 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved,3,M3M Capital,M3M,Apartment
452100000,Under Construction,2055,220000,4 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved,4,M3M Capital,M3M,Apartment
288200000,Under Construction,1310,220000,2 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved,2,M3M Capital,M3M,Apartment
494700000,Under Construction,2249,220000,4 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved,4,M3M Capital,M3M,Apartment
363000000,Under Construction,1650,220000,3 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved,3,M3M Capital,M3M,Apartment
374000000,Under Construction,1700,220000,3 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved,3,M3M Capital,M3M,Apartment
30800000,Under Construction,2090,14750,3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Khushi Housing Solutions Pvt Ltd,Approved,3,M3M Golf Hills Phase 1,M3M,Apartment
20900000,Under Construction,1420,14750,2 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Khushi Housing Solutions Pvt Ltd,Approved,2,M3M Golf Hills Phase 1,M3M,Apartment
38700000,Under Construction,2630,14750,4 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Khushi Housing Solutions Pvt Ltd,Approved,4,M3M Golf Hills Phase 1,M3M,Apartment
27600000,Ready to move,1370,20200,3 BHK Apartment in Godrej Air,Sector 85,Empire Landbase,Not Approved,3,Godrej Air,Godrej,Apartment
21000000,Ready to move,1044,20200,2 BHK Apartment in Godrej Air,Sector 85,Empire Landbase,Not Approved,2,Godrej Air,Godrej,Apartment
27700000,Ready to move,1376,20200,3 BHK Apartment in Godrej Air,Sector 85,Empire Landbase,Not Approved,3,Godrej Air,Godrej,Apartment
26500000,Ready to move,1313,20200,3 BHK Apartment in Godrej Air,Sector 85,home,Not Approved,3,Godrej Air,Godrej,Apartment
39400000,Ready to move,1951,20200,4 BHK Apartment in Godrej Air,Sector 85,Property In Gurgaon,Not Approved,4,Godrej Air,Godrej,Apartment
39300000,Ready to move,1950,20200,4 BHK Apartment in Godrej Air,Sector 85,properties for sale in Gurgaon,Not Approved,4,Godrej Air,Godrej,Apartment
31900000,Ready to move,1582,20200,3 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not Approved,3,Godrej Air,Godrej,Apartment
37100000,Ready to move,1841,20200,4 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not Approved,4,Godrej Air,Godrej,Apartment
26000000,Ready to move,1292,20200,3 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not Approved,3,Godrej Air,Godrej,Apartment
43000000,Ready to move,2129,20200,3 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not Approved,3,Godrej Air,Godrej,Apartment
36900000,Ready to move,1829,20200,3 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not Approved,3,Godrej Air,Godrej,Apartment
52400000,Ready to move,2599,20200,4 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not Approved,4,Godrej Air,Godrej,Apartment
30400000,Ready to move,1507,20212,3 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not Approved,3,Godrej Air,Godrej,Apartment
19900000,Ready to move,990,20200,2 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not Approved,2,Godrej Air,Godrej,Apartment
28000000,Ready to move,1390,20200,2 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not Approved,2,Godrej Air,Godrej,Apartment
25500000,Ready to move,1263,20200,2 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not Approved,2,Godrej Air,Godrej,Apartment
18400000,Under Construction,1171,15798,2 BHK Apartment in M3M Antalya Hills,Sector 79,Akhilesh Sharma,Approved,2,M3M Antalya Hills,M3M,Apartment
17900000,Under Construction,1138,15817,2 BHK Apartment in M3M Antalya Hills,Sector 79,Akhilesh Sharma,Approved,2,M3M Antalya Hills,M3M,Apartment
24200000,Under Construction,1528,15838,3 BHK Apartment in M3M Antalya Hills,Sector 79,Akhilesh Sharma,Approved,3,M3M Antalya Hills,M3M,Apartment
24900000,Under Construction,1642,15225,3 BHK Apartment in M3M Antalya Hills,Sector 79,Akhilesh Sharma,Approved,3,M3M Antalya Hills,M3M,Apartment
19000000,Under Construction,1213,15664,2 BHK Apartment in M3M Antalya Hills,Sector 79,Akhilesh Sharma,Approved,2,M3M Antalya Hills,M3M,Apartment
23900000,Under Construction,1518,15810,3 BHK Apartment in M3M Antalya Hills,Sector 79,Akhilesh Sharma,Approved,3,M3M Antalya Hills,M3M,Apartment
44100000,Under Construction,1464,30127,4 BHK Apartment in Godrej Zenith,Sector 89,Akhilesh Sharma,Approved,4,Godrej Zenith,Godrej,Apartment
19000000,Ready to move,1890,10052,3 BHK Apartment in Solutrean Caladium,Sector 109,home,Not Approved,3,Solutrean Caladium,Solutrean,Apartment
28500000,Ready to move,1855,15363,3 BHK Apartment in Godrej Meridien,Sector 106,Property In Gurgaon,Not Approved,3,Godrej Meridien,Godrej,Apartment
33000000,Ready to move,2520,13095,3 BHK Apartment in Tata Gurgaon Gateway,Sector 112,properties for sale in Gurgaon,Not Approved,3,Tata Gurgaon Gateway,Tata,Apartment
19000000,Ready to move,1650,11515,3 BHK Apartment in Emaar Gurgaon Greens,Sector 102,Rising Realtors,Not Approved,3,Emaar Gurgaon Greens,Emaar,Apartment
13700000,Under Construction,1443,9494,3 BHK Apartment in Smart Smart World Gems,Sector 89,Khatri properties solution,Approved,3,Smart Smart World Gems,Smart,Apartment
19000000,Ready to move,1811,10491,3 BHK Apartment in BPTP Terra,Sector 37D,Rising Realtors,Not Approved,3,BPTP Terra,BPTP,Apartment
26500000,Ready to move,2095,12649,3 BHK Apartment in ATS Kocoon,Sector 109,Khatri properties solution,Not Approved,3,ATS Kocoon,ATS,Apartment
11000000,Ready to move,1366,8052,2 BHK Apartment in M3M Woodshire,Sector 107,Get Home Fix,Not Approved,2,M3M Woodshire,M3M,Apartment
21000000,Ready to move,1692,12411,3 BHK Apartment in Shapoorji Pallonji Joyville Phase 1,Sector 102,Get Home Fix,Not Approved,3,Shapoorji Pallonji Joyville Phase 1,Shapoorji,Apartment
19600000,Under Construction,1690,11597,3 BHK Independent Floor in Whiteland Blissville,Sector 76,Get Home Fix,Approved,3,Whiteland Blissville,Whiteland,Floor
27000000,Ready to move,3060,8823,4 BHK Apartment in Solutrean Caladium,Sector 109,Get Home Fix,Not Approved,4,Solutrean Caladium,Solutrean,Apartment
4800000,Ready to move,750,6400,2 BHK Apartment in Signature Global Solera 2,Sector 107,Get Home Fix,Not Approved,2,Signature Global Solera 2,Signature,Apartment
29200000,Ready to move,1828,16001,3 BHK Apartment in M3M Heights,Sector 65,Arihant dream homes,Not Approved,3,M3M Heights,M3M,Apartment
39000000,Under Construction,2100,18571,3 BHK Apartment,Sector 113,Get Home Fix,Not Approved,3,Outside Socity,Outside,Plot
39000000,Under Construction,2700,14444,4 BHK Apartment,Sector 89A,Get Home Fix,Not Approved,4,Outside Socity,Outside,Plot
18000000,Under Construction,1400,12857,2 BHK Apartment in Godrej Air,Sector 85,Arihant dream homes,Approved,2,Godrej Air,Godrej,Apartment
47500000,Ready to move,4500,10555,4 BHK Independent Floor,Sector 56,True blue Advisers,Not Approved,4,Outside Socity,Outside,Plot
34000000,Ready to move,3200,10625,4 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Thirty Three Estates Developers,Not Approved,4,Adani M2K Oyster Grande,Adani,Apartment
13500000,Ready to move,1350,10000,3 BHK Apartment in Shree Vardhman Shree Vardhman Victoria,Sector 70,United Prop Solutions,Not Approved,3,Shree Vardhman Shree Vardhman Victoria,Shree,Apartment
7000000,Ready to move,1200,5833,3 BHK Apartment in Pivotal Riddhi Siddhi,Sector 99,United Prop Solutions,Not Approved,3,Pivotal Riddhi Siddhi,Pivotal,Apartment
5200000,Ready to move,590,8813,2 BHK Apartment in Pivotal Riddhi Siddhi,Sector 99,home,Not Approved,2,Pivotal Riddhi Siddhi,Pivotal,Apartment
29000000,Ready to move,2215,13092,3 BHK Apartment in Tata Gurgaon Gateway,Sector 112,Property In Gurgaon,Not Approved,3,Tata Gurgaon Gateway,Tata,Apartment
20500000,Ready to move,2000,10250,3 BHK Apartment in SS The Coralwood,Sector 84,properties for sale in Gurgaon,Not Approved,3,SS The Coralwood,SS,Apartment
20000000,Ready to move,1650,12121,3 BHK Apartment in Pareena Enorme,Sector 99A,shree associate,Not Approved,3,Pareena Enorme,Pareena,Apartment
17500000,Under Construction,1250,14000,2 BHK Apartment,Sector 89,Get Home Fix,Not Approved,2,Outside Socity,Outside,Plot
16200000,Ready to move,1310,12366,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,shree associate,Not Approved,2,Godrej Nature Plus,Godrej,Apartment
22000000,Ready to move,1800,12222,3 BHK Independent Floor in 4S 4S,Sector 49,shree associate,Not Approved,3,4S 4S,4S,Floor
22000000,Ready to move,1800,12222,3 BHK Independent Floor in Dhara Malibu Town Floors,Sector 47,Thirty Three Estates Developers,Not Approved,3,Dhara Malibu Town Floors,Dhara,Floor
14900000,Ready to move,1822,8177,3 BHK Apartment in Umang Winter Hills,Sector 77,Thirty Three Estates Developers,Not Approved,3,Umang W,Umang,Apartment
19500000,Ready to move,1689,11545,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Thirty Three Estates Developers,Not Approved,3,Adani M2K Oyster Grande,Adani,Apartment
30000000,Ready to move,2450,12244,4 BHK Apartment in Puri Emerald Bay,Sector 104,Thirty Three Estates Developers,Not Approved,4,Puri Emerald Bay,Puri,Apartment
18000000,Ready to move,1895,9498,3 BHK Apartment in Microtek Greenburg,Sector 86,Sansiddhi Homes,Not Approved,3,Microtek Greenburg,Microtek,Apartment
20000000,Ready to move,2408,8305,3 BHK Apartment in SS The Leaf,Sector 85,Gupta Realtors,Not Approved,3,SS The Leaf,SS,Apartment
10500000,Ready to move,1103,9519,2 BHK Independent Floor in Smart Smart World Gems,Sector 89,Gupta Realtors,Not Approved,2,Smart Smart World Gems,Smart,Floor
38000000,Ready to move,3044,12483,4 BHK Apartment in BPTP Park Prime,Sector 66,Sagar,Not Approved,4,BPTP Park Prime,BPTP,Apartment
55500000,Under Construction,2745,20218,4 BHK Apartment,Sector 62,Sagar,Not Approved,4,Outside Socity,Outside,Plot
66000000,Under Construction,3700,17837,4 BHK Apartment in Anant Raj The Estate Floors,Sector 63,Vandana Homes,Approved,4,Anant Raj The Estate Floors,Anant,Apartment
37000000,Ready to move,2045,18092,3 BHK Apartment in M3M Merlin,Sector 67,Homes solution,Not Approved,3,M3M Merl,M3M,Apartment
100000000,Ready to move,3160,31645,4 BHK Apartment in ABW La Lagune,Sector 54,ANGEL BRICKS,Not Approved,4,ABW La Lagune,ABW,Apartment
33000000,Ready to move,2045,16136,3 BHK Apartment in Ireo Skyon,Sector 60,ANGEL BRICKS,Not Approved,3,Ireo Skyon,Ireo,Apartment
33000000,Ready to move,2065,15980,3 BHK Apartment in Emaar Palm Drive,Sector 66,home,Not Approved,3,Emaar Palm Drive,Emaar,Apartment
43000000,Ready to move,2677,16062,3 BHK Apartment in Ireo Victory Valley,Sector 67,Property In Gurgaon,Not Approved,3,Ireo Victory Valley,Ireo,Apartment
22500000,Ready to move,2660,8458,3 BHK Apartment in Bestech Park View Grand Spa,Sector 81,properties for sale in Gurgaon,Not Approved,3,Bestech Park View Grand Spa,Bestech,Apartment
17000000,Ready to move,1825,9315,3 BHK Apartment in Godrej Icon,Sector 88A,ANGEL BRICKS,Not Approved,3,Godrej Icon,Godrej,Apartment
3000000,Ready to move,450,6666,1 BHK Apartment in GLS Avenue 51,Sector 92,ANGEL BRICKS,Not Approved,1,GLS Avenue 51,GLS,Apartment
45000000,Under Construction,4500,10000,4 BHK Independent Floor in Uppal Southend,Sector 49,Sam Realtors,Approved,4,Uppal Southend,Uppal,Floor
46100000,Ready to move,3969,11615,4 BHK Independent Floor in Unitown Trehan Luxury Floor 63,Sector 63,GK Realtors,Not Approved,4,Unitown Trehan Luxury Floor 63,Unitown,Floor
20700000,Ready to move,1593,13000,3 BHK Apartment in Unitown Trehan Luxury Floor 63,Sector 63,home,Not Approved,3,Unitown Trehan Luxury Floor 63,Unitown,Apartment
20700000,Ready to move,1593,13000,3 BHK Apartment in Unitown Trehan Luxury Floor 63,Sector 63,Property In Gurgaon,Not Approved,3,Unitown Trehan Luxury Floor 63,Unitown,Apartment
23000000,Ready to move,2800,8214,4 BHK Independent Floor in Ansal Esencia,Sector 67,properties for sale in Gurgaon,Not Approved,4,Ansal Esencia,Ansal,Floor
18500000,Ready to move,2500,7400,3 BHK Independent Floor in Reputed Builder Sushant Lok 3,Sector 57,ETHOS PRO REALTORS,Not Approved,3,Reputed Builder Sushant Lok 3,Reputed,Floor
36000000,Under Construction,2403,14981,3 BHK Independent Floor in Emaar Marbella,Sector 66,ETHOS PRO REALTORS,Approved,3,Emaar Marbella,Emaar,Floor
